word1,word2,pubtitle,authors,n
governor,o'conor,The Sun (1837-),"O'Donnell, Louis J",8
grand,jury's,The Sun (1837-),NA,8
guilty,1,The Sun (1837-),NA,8
hagerstown,md,The Sun (1837-),NA,8
hopkins,hospital,The Sun (1837-),NA,8
howard,street,The Sun (1837-),NA,8
howard,university,Afro-American (1893-),NA,8
im,portant,The Sun (1837-),NA,8
institu,tions,Afro-American (1893-),NA,8
investiga,tion,The Sun (1837-),NA,8
jewish,women,The Sun (1837-),NA,8
johns,hopkins,The Sun (1837-),Special Dispatch to the Baltimore Sun,8
ju,venile,Afro-American (1893-),NA,8
judge,den,The Sun (1837-),NA,8
judge,stockbridge,The Sun (1837-),NA,8
judge,williams,Afro-American (1893-),NA,8
juvenile,delin,The Sun (1837-),NA,8
letters,testamentary,The Sun (1837-),NA,8
los,angeles,The Sun (1837-),NA,8
main,building,The Sun (1837-),NA,8
maryland,penitentiary,The Sun (1837-),NA,8
maryland,tobacco,The Sun (1837-),"Watson, Mark S",8
maryland,tuberculosis,The Sun (1837-),NA,8
mayor,hayes,Afro-American (1893-),NA,8
md,jan,The Sun (1837-),NA,8
md,june,The Sun (1837-),NA,8
md,march,The Sun (1837-),NA,8
miss,brewer,The Sun (1837-),NA,8
morgan,college,The Sun (1837-),NA,8
mount,winans,The Sun (1837-),NA,8
neces,sary,The Sun (1837-),NA,8
negro,juvenile,The Sun (1837-),NA,8
news,continued,The Sun (1837-),NA,8
normal,delinquents,The Sun (1837-),NA,8
page,30,The Sun (1837-),NA,8
page,4,The Sun (1837-),NA,8
park,board,The Sun (1837-),NA,8
parole,officer,Afro-American (1893-),NA,8
patterson,park,The Sun (1837-),NA,8
personal,estate,The Sun (1837-),NA,8
police,commissioner,The Sun (1837-),NA,8
prison,labor,The Sun (1837-),NA,8
public,wel,The Sun (1837-),NA,8
quick,brown,Afro-American (1893-),NA,8
reform,schools,Afro-American (1893-),NA,8
republican,party,Afro-American (1893-),NA,8
rev,george,The Sun (1837-),NA,8
roland,park,The Sun (1837-),NA,8
rubber,hose,The Sun (1837-),NA,8
satur,day,Afro-American (1893-),NA,8
saturday,night,The Sun (1837-),NA,8
school,building,The Sun (1837-),NA,8
school,system,Afro-American (1893-),NA,8
school,teachers,Afro-American (1893-),NA,8
secre,tary,The Sun (1837-),NA,8
sentence,suspended,The Sun (1837-),NA,8
september,term,The Sun (1837-),NA,8
service,commission,The Sun (1837-),NA,8
service,edition,The Sun (1837-),NA,8
session,assignment,The Sun (1837-),NA,8
sev,eral,The Sun (1837-),NA,8
social,sci,Afro-American (1893-),NA,8
spe,cial,The Sun (1837-),NA,8
square,feet,The Sun (1837-),NA,8
sun,day,The Sun (1837-),NA,8
sys,tem,The Sun (1837-),NA,8
talbot,county,The Sun (1837-),NA,8
texas,united,The Sun (1837-),NA,8
transit,company,The Sun (1837-),NA,8
tues,day,The Sun (1837-),NA,8
uni,versity,Afro-American (1893-),NA,8
venile,court,Afro-American (1893-),NA,8
viscount,dunlo,The Sun (1837-),NA,8
wallace,reidt,The Sun (1837-),NA,8
war,reconstruction,The Sun (1837-),NA,8
west,baltimore,The Sun (1837-),NA,8
western,police,The Sun (1837-),NA,8
α,μ,The Sun (1837-),NA,8
"1,500","1,500",Afro-American (1893-),NA,7
11,o'clock,The Sun (1837-),NA,7
119,119,The Sun (1837-),Special Dispatch to the Baltimore Sun,7
2,1,The Sun (1837-),NA,7
25,cents,The Sun (1837-),NA,7
4,column,The Sun (1837-),NA,7
5,column,The Sun (1837-),NA,7
700,block,The Sun (1837-),NA,7
8,o'clock,The Sun (1837-),NA,7
acre,tract,The Sun (1837-),NA,7
admin,istration,The Sun (1837-),NA,7
american,legion,The Sun (1837-),NA,7
annapolis,bureau,The Sun (1837-),NA,7
annie,clark,The Sun (1837-),NA,7
appropria,tion,The Sun (1837-),NA,7
ar,rested,The Sun (1837-),NA,7
asso,ciation,The Sun (1837-),NA,7
associa,tion,The Sun (1837-),NA,7
attor,ney,The Sun (1837-),NA,7
attorney,superior,The Sun (1837-),NA,7
bal,timore,Afro-American (1893-),NA,7
baltimore,md,Afro-American (1893-),NA,7
baltimore,yesterday,The Sun (1837-),NA,7
block,west,The Sun (1837-),NA,7
board's,action,The Sun (1837-),NA,7
boys,latin,The Sun (1837-),Special Dispatch to the Baltimore Sun,7
bragg,jr,Afro-American (1893-),NA,7
building,inspector,The Sun (1837-),NA,7
cab,company,The Sun (1837-),NA,7
catons,ville,The Sun (1837-),NA,7
cecil,county,The Sun (1837-),NA,7
chari,ties,The Sun (1837-),NA,7
cheltenham,1,Afro-American (1893-),NA,7
cheltenham,house,Afro-American (1893-),NA,7
christmas,party,The Sun (1837-),NA,7
city,councilman,Afro-American (1893-),NA,7
city,councilman,The Sun (1837-),NA,7
city,jail,Afro-American (1893-),NA,7
civic,league,The Sun (1837-),NA,7
claim,5.000,The Sun (1837-),NA,7
coast,guard,The Sun (1837-),NA,7
colored,bors,The Sun (1837-),NA,7
colored,boys,The Sun (1837-),Reported for the Baltimore Sun,7
colored,workers,Afro-American (1893-),NA,7
column,1,The Sun (1837-),NA,7
committee,reports,The Sun (1837-),NA,7
con,dition,The Sun (1837-),NA,7
con,ference,The Sun (1837-),NA,7
condi,tion,The Sun (1837-),NA,7
coppin,normal,Afro-American (1893-),NA,7
county,md,The Sun (1837-),NA,7
county,school,The Sun (1837-),NA,7
court,test,The Sun (1837-),NA,7
daddy,grace,Afro-American (1893-),NA,7
de,clared,Afro-American (1893-),NA,7
de,scribed,The Sun (1837-),NA,7
delinquent,colored,The Sun (1837-),NA,7
di,rector,The Sun (1837-),NA,7
died,suddenly,The Sun (1837-),NA,7
dining,hall,The Sun (1837-),NA,7
disorderly,conduct,The Sun (1837-),NA,7
dr,ernest,Afro-American (1893-),NA,7
dr,moses,Afro-American (1893-),NA,7
dr,thomas,The Sun (1837-),NA,7
east,baltimore,The Sun (1837-),NA,7
eastern,shore,Afro-American (1893-),NA,7
edward,stinson,The Sun (1837-),NA,7
em,ployees,Afro-American (1893-),NA,7
emergency,fund,The Sun (1837-),NA,7
employment,commissioner's,The Sun (1837-),NA,7
enoch,pratt,The Sun (1837-),"Watson, Mark S",7
equip,ment,The Sun (1837-),NA,7
ernor,o'conor,The Sun (1837-),NA,7
erskine,carson,The Sun (1837-),NA,7
eutaw,street,The Sun (1837-),NA,7
excellent,condition,The Sun (1837-),NA,7
execu,tive,The Sun (1837-),NA,7
farm,labor,The Sun (1837-),"Dorsch, George C",7
farm,land,The Sun (1837-),NA,7
feeble,minded,The Sun (1837-),"Moylan, Charles E",7
fire,department,The Sun (1837-),NA,7
fire,escapes,The Sun (1837-),NA,7
fort,meade,The Sun (1837-),NA,7
franklin,street,Afro-American (1893-),NA,7
fulton,avenue,The Sun (1837-),NA,7
green,bag,The Sun (1837-),NA,7
half,starved,The Sun (1837-),NA,7
hampton,institute,Afro-American (1893-),NA,7
henry,watson,The Sun (1837-),NA,7
hill,avenue,Afro-American (1893-),NA,7
howard,county,The Sun (1837-),NA,7
industrial,home,Afro-American (1893-),NA,7
inhuman,treatment,Afro-American (1893-),NA,7
january,6,The Sun (1837-),NA,7
jim,crow,Afro-American (1893-),"Murphy, Carl",7
judge,coleman,The Sun (1837-),NA,7
judge,mclanahan,The Sun (1837-),NA,7
july,2,Afro-American (1893-),NA,7
june,2,The Sun (1837-),NA,7
justice,commission,The Sun (1837-),NA,7
juvenile,de,The Sun (1837-),NA,7
la,plata,The Sun (1837-),NA,7
lady,dunlo,The Sun (1837-),NA,7
latin,school,The Sun (1837-),Special Dispatch to the Baltimore Sun,7
lombard,street,The Sun (1837-),NA,7
lord,baltimore,The Sun (1837-),NA,7
lutheran,church,The Sun (1837-),NA,7
madison,street,The Sun (1837-),NA,7
magistrate,green,Afro-American (1893-),NA,7
maj,gen,The Sun (1837-),NA,7
march,4,The Sun (1837-),NA,7
mary's,female,The Sun (1837-),NA,7
mayor,broening,Afro-American (1893-),NA,7
mayor,hayes,The Sun (1837-),NA,7
mayor,preston,The Sun (1837-),NA,7
mile,run,The Sun (1837-),Special Dispatch to the Baltimore Sun,7
miss,ida,Afro-American (1893-),NA,7
miss,mary,The Sun (1837-),NA,7
month,probationary,The Sun (1837-),NA,7
months,ago,Afro-American (1893-),NA,7
monument,street,The Sun (1837-),NA,7
morn,ing,The Sun (1837-),NA,7
motion,picture,The Sun (1837-),NA,7
national,guard,The Sun (1837-),NA,7
ne,gro,The Sun (1837-),NA,7
negro,children,The Sun (1837-),NA,7
north,carolina,Afro-American (1893-),NA,7
north,carolina,The Sun (1837-),NA,7
o'conor,announced,The Sun (1837-),NA,7
o'sullivan,building,The Sun (1837-),NA,7
ob,tained,The Sun (1837-),NA,7
oil,company,The Sun (1837-),NA,7
orchard,street,Afro-American (1893-),NA,7
organization,society,The Sun (1837-),Special Dispatch to the Baltimore Sun,7
page,5,The Sun (1837-),NA,7
park,avenue,Afro-American (1893-),NA,7
pay,rolls,The Sun (1837-),NA,7
peo,ple,Afro-American (1893-),NA,7
police,force,The Sun (1837-),NA,7
pos,sible,The Sun (1837-),NA,7
postwar,construction,The Sun (1837-),NA,7
pre,sented,The Sun (1837-),NA,7
preston,street,The Sun (1837-),NA,7
prince,george,Afro-American (1893-),NA,7
privately,owned,The Sun (1837-),NA,7
prob,lem,The Sun (1837-),NA,7
probationary,period,The Sun (1837-),NA,7
prop,erty,The Sun (1837-),NA,7
public,health,The Sun (1837-),NA,7
recommen,dations,The Sun (1837-),NA,7
refor,mation,Afro-American (1893-),NA,7
richmond,va,Afro-American (1893-),NA,7
richmond,va,The Sun (1837-),NA,7
roman,road,The Sun (1837-),"Roberts, Cecil",7
round,table,The Sun (1837-),NA,7
september,1,The Sun (1837-),NA,7
session,judge,The Sun (1837-),NA,7
social,workers,The Sun (1837-),NA,7
soldier,boy,Afro-American (1893-),NA,7
somerset,county,The Sun (1837-),NA,7
special,report,The Sun (1837-),NA,7
special,train,The Sun (1837-),NA,7
st,george's,The Sun (1837-),NA,7
st,james,Afro-American (1893-),NA,7
st,john's,The Sun (1837-),A Staff Correspondent,7
st,louis,Afro-American (1893-),NA,7
sta,tion,The Sun (1837-),NA,7
sunday,afternoon,Afro-American (1893-),NA,7
sunday,school,Afro-American (1893-),NA,7
super,intendent,Afro-American (1893-),NA,7
super,vision,The Sun (1837-),NA,7
supt,pyles,Afro-American (1893-),NA,7
sus,pended,The Sun (1837-),NA,7
ten,days,The Sun (1837-),NA,7
thomas,waxter,Afro-American (1893-),NA,7
time,ago,The Sun (1837-),NA,7
training,school,The Sun (1837-),"O'Donnell, Louis J",7
tuberculosis,sanatoria,The Sun (1837-),NA,7
united,railways,The Sun (1837-),NA,7
voca,tional,The Sun (1837-),NA,7
vocational,training,The Sun (1837-),NA,7
week,ago,The Sun (1837-),NA,7
white,employes,The Sun (1837-),NA,7
white,guards,Afro-American (1893-),NA,7
wil,liams,Afro-American (1893-),NA,7
wills,filed,The Sun (1837-),NA,7
york,city,The Sun (1837-),NA,7
1,3,The Sun (1837-),NA,6
1.000,letters,The Sun (1837-),NA,6
100,000,The Sun (1837-),NA,6
100,pounds,Afro-American (1893-),NA,6
2,2,The Sun (1837-),NA,6
3,1,The Sun (1837-),NA,6
3,3,The Sun (1837-),NA,6
300,boys,The Sun (1837-),NA,6
4,1,The Sun (1837-),NA,6
4,h.p,The Sun (1837-),Special Dispatch to the Baltimore Sun,6
50,cents,Afro-American (1893-),NA,6
500,500,Afro-American (1893-),NA,6
7,column,The Sun (1837-),NA,6
ad,ministration,Afro-American (1893-),NA,6
ad,mitted,The Sun (1837-),NA,6
adminis,tration,The Sun (1837-),NA,6
advisory,committee,The Sun (1837-),NA,6
afro,visitors,Afro-American (1893-),NA,6
aid,society,Afro-American (1893-),NA,6
al,ready,The Sun (1837-),NA,6
annapolis,road,The Sun (1837-),NA,6
annual,report,The Sun (1837-),NA,6
ap,peared,Afro-American (1893-),NA,6
ap,propriation,Afro-American (1893-),NA,6
attorney,circuit,The Sun (1837-),NA,6
baltimore,attorney,The Sun (1837-),NA,6
baltimore,criminal,The Sun (1837-),NA,6
baltimore,hotel,The Sun (1837-),NA,6
baltimore,transit,The Sun (1837-),NA,6
baltimore,washington,The Sun (1837-),NA,6
bar,association,Afro-American (1893-),NA,6
bar,association,The Sun (1837-),NA,6
belle,bilton,The Sun (1837-),NA,6
block,campaign,Afro-American (1893-),NA,6
board,meeting,The Sun (1837-),NA,6
bugle,corps,The Sun (1837-),NA,6
building,program,The Sun (1837-),NA,6
calvert,hall,The Sun (1837-),NA,6
carl,murphy,Afro-American (1893-),NA,6
carroll,county,The Sun (1837-),NA,6
central,police,The Sun (1837-),NA,6
cents,peck,The Sun (1837-),NA,6
charity,organization,The Sun (1837-),Special Dispatch to the Baltimore Sun,6
charles,county,The Sun (1837-),A Staff CorrespondentS C A,6
charles,county,The Sun (1837-),Reported for the Baltimore Sun,6
cheltenham,head,The Sun (1837-),NA,6
cheltenham,prince,Afro-American (1893-),NA,6
cheltenham,training,The Sun (1837-),NA,6
cheltenham,trustees,The Sun (1837-),NA,6
cheltenham,yesterday,The Sun (1837-),NA,6
chesapeake,bay,The Sun (1837-),NA,6
chevy,chase,The Sun (1837-),NA,6
child,care,The Sun (1837-),NA,6
chronic,disease,The Sun (1837-),NA,6
city,club,The Sun (1837-),NA,6
city,hall,The Sun (1837-),"Alexander, Walter L",6
city,md,The Sun (1837-),NA,6
clean,block,Afro-American (1893-),NA,6
colored,15,The Sun (1837-),NA,6
colored,board,The Sun (1837-),NA,6
colored,citizens,Afro-American (1893-),NA,6
colored,division,Afro-American (1893-),NA,6
colored,personnel,Afro-American (1893-),NA,6
colored,teachers,Afro-American (1893-),NA,6
colored,woman,Afro-American (1893-),NA,6
colored,woman,The Sun (1837-),NA,6
column,5,The Sun (1837-),NA,6
column,6,The Sun (1837-),NA,6
commis,sion,Afro-American (1893-),NA,6
con,ducted,Afro-American (1893-),NA,6
con,ducted,The Sun (1837-),NA,6
con,nection,The Sun (1837-),NA,6
court,friday,Afro-American (1893-),NA,6
criminal,courts,The Sun (1837-),NA,6
cross,bill,The Sun (1837-),NA,6
curtis,bay,The Sun (1837-),NA,6
de,cided,The Sun (1837-),NA,6
de,fendant,The Sun (1837-),NA,6
de,linquency,The Sun (1837-),NA,6
de,linquent,The Sun (1837-),NA,6
death,rate,The Sun (1837-),NA,6
delin,quency,The Sun (1837-),NA,6
department,heads,The Sun (1837-),NA,6
di,rector,Afro-American (1893-),NA,6
dis,missed,The Sun (1837-),NA,6
dr,fulton,The Sun (1837-),NA,6
dr,robert,The Sun (1837-),NA,6
em,ployment,The Sun (1837-),NA,6
emin,pasha,The Sun (1837-),NA,6
employment,commission,The Sun (1837-),NA,6
engineering,school,The Sun (1837-),NA,6
ernest,lyon,Afro-American (1893-),NA,6
esti,mated,The Sun (1837-),NA,6
exr,amount,The Sun (1837-),NA,6
exrs,amount,The Sun (1837-),NA,6
fed,eral,The Sun (1837-),NA,6
feeble,minded,Afro-American (1893-),"Jones, William",6
finance,committee,The Sun (1837-),NA,6
fined,10,Afro-American (1893-),NA,6
fined,25,The Sun (1837-),NA,6
fol,lowed,The Sun (1837-),NA,6
fol,lowing,The Sun (1837-),NA,6
frederick,md,The Sun (1837-),NA,6
friendless,colored,Afro-American (1893-),NA,6
funk,chief,The Sun (1837-),NA,6
gen,john,The Sun (1837-),NA,6
gov,ernor,The Sun (1837-),"O'Donnell, Louis J",6
governor,albert,Afro-American (1893-),NA,6
governor,lane,The Sun (1837-),"Hutchison, Anne W",6
governor,nice,Afro-American (1893-),NA,6
guilty,2,The Sun (1837-),NA,6
half,mile,The Sun (1837-),NA,6
ham,school,Afro-American (1893-),NA,6
harford,road,The Sun (1837-),NA,6
head,quarters,The Sun (1837-),NA,6
henry,president,The Sun (1837-),NA,6
hollins,ferry,The Sun (1837-),NA,6
hopkins,hospital,Afro-American (1893-),NA,6
instantly,killed,The Sun (1837-),NA,6
insti,tutions,Afro-American (1893-),NA,6
international,league,The Sun (1837-),NA,6
isaac,president,The Sun (1837-),NA,6
john,beckwith,The Sun (1837-),NA,6
jr,dr,The Sun (1837-),NA,6
jury,docket,The Sun (1837-),NA,6
king,charles,The Sun (1837-),"Roberts, Cecil",6
laurel,md,The Sun (1837-),NA,6
law,motion,The Sun (1837-),NA,6
legisla,ture,The Sun (1837-),NA,6
life,insurance,The Sun (1837-),NA,6
light,brown,Afro-American (1893-),NA,6
liquor,license,The Sun (1837-),NA,6
local,option,The Sun (1837-),NA,6
local,police,Afro-American (1893-),NA,6
loyal,legion,The Sun (1837-),NA,6
manage,ment,The Sun (1837-),NA,6
mary's,home,Afro-American (1893-),NA,6
mass,meeting,The Sun (1837-),NA,6
mayor,latrobe,The Sun (1837-),NA,6
md,aug,The Sun (1837-),NA,6
md,dec,The Sun (1837-),NA,6
md,miss,The Sun (1837-),NA,6
md,nov,The Sun (1837-),NA,6
md,october,The Sun (1837-),NA,6
md,sunday,The Sun (1837-),NA,6
meeting,yesterday,The Sun (1837-),NA,6
mel,vale,Afro-American (1893-),NA,6
mental,hospitals,The Sun (1837-),NA,6
mentally,retarded,The Sun (1837-),NA,6
mercy,hospital,The Sun (1837-),NA,6
miss,clark,The Sun (1837-),NA,6
miss,edith,The Sun (1837-),NA,6
mon,day,The Sun (1837-),NA,6
monday,judge,The Sun (1837-),NA,6
monthly,meeting,The Sun (1837-),NA,6
months,schooling,Afro-American (1893-),NA,6
monumental,city,Afro-American (1893-),NA,6
morgan,college,The Sun (1837-),"Parks, Grace S",6
mount,hope,The Sun (1837-),NA,6
mount,royal,The Sun (1837-),NA,6
mount,st,The Sun (1837-),NA,6
mt,st,The Sun (1837-),NA,6
music,hall,The Sun (1837-),NA,6
nathan,thompson,The Sun (1837-),NA,6
natural,resources,The Sun (1837-),NA,6
night,club,Afro-American (1893-),NA,6
night,watchman,The Sun (1837-),NA,6
northwestern,district,Afro-American (1893-),NA,6
northwestern,police,Afro-American (1893-),NA,6
northwestern,police,The Sun (1837-),NA,6
o'dunne,proceedings,The Sun (1837-),NA,6
ocean,city,The Sun (1837-),NA,6
ohio,railroad,The Sun (1837-),NA,6
page,3,The Sun (1837-),NA,6
page,7,The Sun (1837-),NA,6
peniten,tiary,The Sun (1837-),NA,6
pos,sible,Afro-American (1893-),NA,6
post,mortem,The Sun (1837-),NA,6
power,plant,The Sun (1837-),NA,6
pres,ent,Afro-American (1893-),NA,6
prisoners,aid,Afro-American (1893-),NA,6
private,school,The Sun (1837-),NA,6
pro,grams,The Sun (1837-),NA,6
pro,vided,The Sun (1837-),NA,6
prob,lems,The Sun (1837-),NA,6
probation,officers,The Sun (1837-),NA,6
proposed,law,The Sun (1837-),NA,6
public,build,The Sun (1837-),NA,6
public,improvements,The Sun (1837-),NA,6
public,policy,The Sun (1837-),NA,6
pur,pose,The Sun (1837-),NA,6
realty,company,The Sun (1837-),NA,6
report,recommended,The Sun (1837-),NA,6
report,stated,The Sun (1837-),NA,6
republican,party,The Sun (1837-),NA,6
resident,physician,The Sun (1837-),NA,6
resolu,tion,The Sun (1837-),NA,6
retiring,grand,The Sun (1837-),NA,6
rev,john,The Sun (1837-),NA,6
ripper,bill,The Sun (1837-),NA,6
royal,avenue,The Sun (1837-),NA,6
sacred,heart,The Sun (1837-),NA,6
sat,urday,The Sun (1837-),NA,6
satur,day,The Sun (1837-),NA,6
savings,bank,The Sun (1837-),NA,6
sayler,proceedings,The Sun (1837-),NA,6
school,baltimore,The Sun (1837-),Special Dispatch to the Baltimore Sun,6
sec,ond,The Sun (1837-),NA,6
secur,ity,The Sun (1837-),NA,6
senator,bruce,Afro-American (1893-),"BRAGG, GEO, Jr",6
sep,tember,The Sun (1837-),NA,6
septem,ber,The Sun (1837-),NA,6
serv,ice,The Sun (1837-),NA,6
short,time,The Sun (1837-),NA,6
south,charles,The Sun (1837-),NA,6
speaker,dr,The Sun (1837-),NA,6
special,committee,The Sun (1837-),NA,6
st,agnes,The Sun (1837-),NA,6
st,joseph's,The Sun (1837-),NA,6
st,luke's,The Sun (1837-),NA,6
st,mary's,The Sun (1837-),Reported for the Baltimore Sun,6
st,peter's,The Sun (1837-),NA,6
su,perintendent,The Sun (1837-),NA,6
sun,day,Afro-American (1893-),NA,6
sunday,school,The Sun (1837-),"Scarborough, Katherine",6
supplemental,budget,The Sun (1837-),"O'Donnell, Louis J",6
surprise,visit,The Sun (1837-),NA,6
terday,morning,The Sun (1837-),NA,6
thomas,white,Afro-American (1893-),NA,6
thomond,ii,The Sun (1837-),NA,6
time,ago,Afro-American (1893-),NA,6
tuberculosis,sana,The Sun (1837-),NA,6
twenty,eighth,The Sun (1837-),NA,6
ulman,proceedings,The Sun (1837-),NA,6
unfit,employes,The Sun (1837-),NA,6
union,memorial,The Sun (1837-),NA,6
union,trust,The Sun (1837-),NA,6
urban,league,The Sun (1837-),NA,6
vin,culo,The Sun (1837-),NA,6
voting,machines,The Sun (1837-),NA,6
war,construction,The Sun (1837-),NA,6
war,ii,The Sun (1837-),NA,6
washing,ton,Afro-American (1893-),NA,6
washing,ton,The Sun (1837-),NA,6
washington,county,The Sun (1837-),"Dorsch, George C",6
wednes,day,Afro-American (1893-),NA,6
wednesday,2,The Sun (1837-),NA,6
welfare,board,The Sun (1837-),NA,6
welfare,league,The Sun (1837-),NA,6
west,fayette,The Sun (1837-),NA,6
white,employees,Afro-American (1893-),NA,6
white,persons,Afro-American (1893-),NA,6
williams,negro,The Sun (1837-),NA,6
wit,nesses,The Sun (1837-),NA,6
yard,run,The Sun (1837-),Special Dispatch to the Baltimore Sun,6
1,4,The Sun (1837-),NA,5
"1,200",acres,The Sun (1837-),NA,5
10,cents,The Sun (1837-),NA,5
100,yard,The Sun (1837-),Special Dispatch to the Baltimore Sun,5
1100,block,The Sun (1837-),NA,5
113,50,The Sun (1837-),NA,5
2,3,The Sun (1837-),NA,5
2,5,The Sun (1837-),NA,5
"2,000",residents,The Sun (1837-),NA,5
20,cents,The Sun (1837-),NA,5
200,block,The Sun (1837-),NA,5
200,boys,Afro-American (1893-),NA,5
3,0,The Sun (1837-),NA,5
3,5,The Sun (1837-),NA,5
37,ft,The Sun (1837-),Special Dispatch to the Baltimore Sun,5
4,5,The Sun (1837-),NA,5
4,p.m,The Sun (1837-),NA,5
40,cents,The Sun (1837-),NA,5
600,block,The Sun (1837-),NA,5
abolish,cheltenham,Afro-American (1893-),NA,5
